code	alternate_title
39-3021.00	["Booth Operator","Booth Usher","Cinema Operator","Cinema Projectionist","Cinematographer","Digital Projectionist","Equipment Operator","Film Projector Operator","Film Specialist","Machine Operator","Motion Picture Operator","Motion Picture Projectionist","Movie Machine Operator","Movie Operator","Movie Projectionist","Moving Picture Operator","Projection Technician","Projectionist","Projector","Projector Booth Operator","Projector Operator","Stereoptician","Technical Projection Guide"]
39-3031.00	["Admittance Attendant","Attractions Associate","Concessionist","Docent","Door Attendant","Door Captain","Door Tender","Doorman","Doorperson","Drive-in Theater Attendant","Event Attendant","Gate Attendant","Gate Clerk","Gate Tender","Greeter","Head Usher","Lobby Attendant","Lodge Attendant","Museum Host\/Hostess","Official Greeter","Program Attendant","Special Event Attendant","Spot Man","Spot Worker","Theater Attendant","Theater Usher","Ticket Attendant","Ticket Collector","Ticket Taker","Usher","Visitor Service Assistant","Visitor Services Assistant","Visitor Services Associate","Visitor Services Representative","Visitor Services Specialist","Visitor Services Technician","Volunteer Services Specialist"]
39-3091.00	["Activities Attendant","Alley Worker","Amusement Attendant","Amusement Card Checker","Amusement Park Worker","Animal Ride Attendant","Arcade Attendant","Artificial Snow Making Machine Operator","Athletic Events Scorer","Ball Racker","Ball Shagger","Ball Worker","Barker","Basket Person","Bat Person","Beach Attendant","Board Attendant","Boat Camp Operator","Boat Dock Operator","Boathouse Keeper","Booster","Bowl Attendant","Bowling Alley Attendant","Bowling Floor Desk Clerk","Bowling Front Desk Clerk","Cabana Attendant","Caddie","Caddy","Caller","Car Usher","Cardroom Attendant","Carnival Worker","Clay Pigeon Loader","Clay Pigeon Setter","Coaster Attendant","Concession Attendant","Concessionist","Cue Worker","Curb Worker","Dance Hall Host","Dance Hall Hostess","Donkey Ride Operator","Dude Wrangler","Ferris Wheel Attendant","Ferris Wheel Operator","Fun House Operator","Game Attendant","Gameroom Technician","Gatehouse Attendant","Golf Assistant","Golf Attendant","Golf Caddie","Golf Caddy","Golf Course Assistant","Golf Course Ranger","Golf Course Starter","Golf Range Attendant","Hospitality Aide","Ice Rink Attendant","Ice Scraper","Jinrikisha Driver","Jukebox Operator","Magician Helper","Merry Go Round Attendant","Merry Go Round Operator","Miniature Train Driver","Monitor Worker","Park Attendant","Pick Up Attendant","Pin Chaser","Pin Machine Operator","Pin Setter","Playland Attendant","Pony Ride Operator","Pony Worker","Pool Attendant","Pool Table Operator","Poolroom Table Attendant","Pull Tab Dealer","Pull Worker","Rack Worker","Racker","Record Changer","Recreation Aide","Recreation Assistant","Recreation Attendant","Recreation Card Checker","Recreation Clerk","Recreation Facility Attendant","Recreational Assistant","Ride Attendant","Ride Operator","Rides Attendant","Rink Rat","Rinkman","Rock Climbing Team Member","Roller Coaster Operator","Rolling Chair Pusher","Rope Tow Operator","Score Caller","Scoreboard Operator","Scorekeeper","Shuffle Board Operator","Skate Hop","Skate Shop Attendant","Skating Front Desk Clerk","Skeet Operator","Ski Lift Attendant","Ski Lift Operator","Ski Tow Operator","Snow Blower","Snow Maker","Spieler","Sports Complex Attendant","Stadium Attendant","Stickman","Sweat Box Attendant","Swimming Pool Attendant","Swing Ride Operator","Table Keeper","Tableman","Take-Off Man","Take-Off Worker","Target Setter","Tow Operator","Train Operator","Trap Operator","Trap Puller","Trap Setter","Weight Guesser","Wharf Attendant","Whip Operator","Wired Music Operator"]
39-3092.00	["Costume Attendant","Costume Cutter","Costume Draper","Costume Dresser","Costume Mistress","Costume Seamstress","Costume Shop Coordinator","Costume Specialist","Costume Technician","Costumer","Costumer Assistant","Draper","Dresser","Theatrical Wardrobe Attendant","Theatrical Wardrobe Dresser","Wardrobe Assistant","Wardrobe Attendant","Wardrobe Custodian","Wardrobe Dresser","Wardrobe Mistress","Wardrobe Specialist","Wardrobe Stylist","Wardrobe Technician"]
39-3093.00	["Area Attendant","Athletic Equipment Manager","Bath Attendant","Bath Steward","Bathhouse Attendant","Bathhouse Keeper","Change House Attendant","Change Room Attendant","Checkroom Attendant","Cloak Room Attendant","Club Room Attendant","Club Steward","Clubhouse Attendant","Coat Check Attendant","Coat Checker","Coat Room Attendant","Colors Custodian","Comfort Station Attendant","Cooling Room Attendant","Doorkeeper","Dressing Room Porter","Fitting Room Attendant","Fitting Room Checker","Hat Checker","Hot Room Attendant","Housekeeper","Jockey Room Custodian","Jockey Valet","Key Attendant","Ladies Attendant","Ladies Locker Room Attendant","Locker Attendant","Locker Room Attendant","Locker Room Clerk","Lodging Facilities Attendant","Marina Porter","Public Area Attendant","Public Bath Attendant","Public Space Attendant","Reducing Salon Attendant","Rest Room Attendant","Rest Room Matron","Riding Silks Custodian","Room Attendant","Room Service Clerk","Shoe Shiner","Shower Attendant","Spa Associate","Spa Attendant","Tanning Salon Attendant","Washroom Attendant"]
39-3099.00	["Cardroom Attendant","Cardroom Plastic Card Grader","Chip Mucker","Chip Person","Floor Attendant","Gambler","Game Attendant","Game Room Attendant","Jockey Valet","Shill"]
39-4011.00	["Anatomical Embalmer","Apprentice Embalmer","Arterial Embalmer","Assistant Manager\/Embalmer","Associate Embalmer\/Funeral Director","Chief Embalmer","Embalmer","Embalmer\/Funeral Director","Funeral Director\/Embalmer","Funeral Embalmer","Funeral Service Licensee","Funeral Services Embalmer","Licensed Embalmer","Restorative Art Embalmer"]
39-4012.00	["Cremation Arranger","Cremator","Crematory Operator","Pet Crematory Operator"]
39-4021.00	["Attendant","Crematory Operator","Donations Attendant","Funeral Assistant","Funeral Attendant","Funeral Greeter","Funeral Home Assistant","Funeral Home Associate","Funeral Home Attendant","Funeral Service Attendant","Funeral Services Assistant (FSA)","Greeter","Mortician Helper","Pallbearer","Property Man","Property Worker","Undertaker Assistant","Undertaker Helper"]
39-4031.00	["Certified Mortician","Funeral Arrangement Director","Funeral Arranger","Funeral Counselor","Funeral Director","Funeral Location Manager","Funeral Planner","Funeral Planning Counselor","Funeral Pre-arrangement Counselor","Funeral Pre-arrangement Specialist","Funeral Pre-Need Consultant","Funeral Prearrangement Counselor","Hospital Mortician","Licensed Funeral Director","Licensed Mortician","Mortician","Undertaker"]
39-5011.00	["Barber","Barber Shop Operator","Barber Stylist","Hair Cutter","Licensed Barber","Stylist","Tonsorial Artist"]
39-5012.00	["Beautician","Beauty Advisor","Beauty Operator","Beauty Specialist","Beauty Therapist","Colorist","Cosmetic Consultant","Cosmetician","Cosmetologist","Electrologist","Electrolysis Needle Operator","Electrolysis Operator","Electrolysist","Funeral Home Makeup Artist","Hair and Makeup Designer","Hair Colorist","Hair Cutter","Hair Designer","Hair Dresser","Hair Specialist","Hair Stylist","Haircutter","Hairdresser","Hairpiece Stylist","Hairstylist","Hypertrichologist","Image Consultant","Manager Stylist","Master Cosmetologist","Men's Custom Hair Piece Consultant","Mortuary Beautician","Salon Customer Experience Specialist","Salon Designer","Salon Stylist","Stylist","Trichologist","Wax Specialist","Wedding Makeup Artist","Wig Dresser","Wig Stylist"]
39-5091.00	["Beauty Therapist","Body Make-Up Artist","Commercial Makeup Artist","Hair and Makeup Designer","Makeup Artist","Makeup Technician","Makeup Worker","Prosthetic Makeup Designer","Special Effects Designer","Special Effects Makeup Artist","Special Makeup Effects Artist"]
39-5092.00	["Fingernail Former","Fingernail Sculptor","Fingernail Sculpturer","Fingernail Technician","Manicurist","Nail Artist","Nail Technician","Pedicurist"]
39-5093.00	["Hair Assistant","Hair Shampoo Assistant","Salon Shampoo Assistant","Scalp Treatment Operator","Scalp Treatment Specialist","Shampoo Assistant","Shampoo Person","Shampoo Specialist","Shampoo Technician","Shampooer","Shampooist","Stylist Assistant"]
39-5094.00	["Aesthetician","Beauty Therapist","Clinical Esthetician","Electrolysis Needle Operator","Electrolysis Operator","Electrolysist","Esthetic Dermatologist","Esthetician","Facial Operator","Facialist","Image Consultant","Lead Esthetician","Licensed Esthetician","Medical Esthetician","Skin Care Specialist","Skin Care Technician","Skin Care Therapist","Spa Technician","Spa Therapist"]
39-6011.00	["Baggage Checker","Baggage Handler","Baggage Porter","Baggage Smasher","Baggageman","Bell Attendant","Bell Captain","Bell Clerk","Bell Person","Bellhop","Bellhop Captain","Bellman","Bellman Captain","Bellman Driver","Bellperson","Bellstaff","Bellstand Attendant","Call Worker","Chief Airport Guide","Door Attendant","Doorman","Doorperson","Food Porter","Ground Support Agent","Hall Porter","Head Baggage Porter","Head Bellhop Captain","Hotel Baggage Handler","Lobby Porter","Luggage Attendant","Porter","Railroad Baggage Porter","Red Cap","Redcap","Sky Cap","Skycap","Sleeping Car Porter","Station Baggage Porter","Valet","Valet Service Attendant"]
39-6012.00	["Activities Concierge","Certified Concierge","Chef Concierge","Club Concierge","Conference Concierge","Front Desk Agent","Guest Service Agent","Hospitality Aide","Hotel Concierge","Hotel Guest Service Agent","Lobby Concierge","Personal Assistant"]
39-7011.00	["Admitting Office Escort","Adventure Guide","Alpine Guide","Art Museum Aide","Art Museum Docent","Discovery Guide","Docent","Duck Driver","Environmental Educator","Escort","Escort Service Attendant","Establishment Guide","Fishing Guide","Guide","Haunted History Tour Guide","Historical Interpreter","Historical Site Guide","Hunter Guide","Hunting Guide","Licensed Guide","Mountain Guide","Museum Attendant","Museum Docent","Museum Educator","Museum Guide","National Park Tour Guide","Outdoor Guide","Page","Park Guide","Plant Guide","Presenter","River Rafting Guide","Science Interpreter","Sightseeing Guide","Site Attendant","Tour Bus Guide","Tour Conductor","Tour Coordinator","Tour Escort","Tour Guide","Tour Travel Specialist","Tourist Escort","Tourist Guide","Wilderness Guide","Zipline Guide"]
39-7012.00	["Alpine Guide","Cruise Agent","Cruise Consultant","Cruise Coordinator","Cruise Counselor","Cruise Director","Cruise Guide","Data Wrangler","Destination Coordinator","Destination Imagination Coordinator","Dude Wrangler","Guide","Hunting and Fishing Guide","International Guest Coordinator","Mountain Bike Guide","Mountain Services Manager","River Expedition Guide","River Guide","Tour Consultant","Tour Coordinator","Tour Director","Tour Escort","Tour Guide","Tour Manager","Tour Operator","Tours Captain","Travel Guide"]
39-9011.00	["After School Coordinator","After School Counselor","Attendant","Baby Attendant","Before and After School Daycare Worker","Boarding Mother","Caregiver","Child Attendant","Child Care Aide","Child Care Assistant","Child Care Attendant","Child Care Development Specialist","Child Care Provider","Child Care Sitter","Child Care Teacher","Child Care Worker","Child Caregiver","Child Daycare Worker","Child Life Specialist","Child Monitor","Child's Nurse","Childcare Aide","Childcare Assistant","Childcare Attendant","Childcare Provider","Childcare Worker","Children's Aide","Children's Attendant","Children's Institution Attendant","Classroom Monitor","Day Care Aide","Day Care Assistant","Day Care Attendant","Day Care Home Mother","Day Care Home Provider","Day Care Worker","Daycare Aide","Daycare Assistant","Daycare Provider","Daycare Teacher","Daycare Worker","Family Day Care Provider","Home Child Care Provider","Infant and Toddler Teacher","Infant Childcare Provider","Infant Room Teacher","Infant Teacher","Nursemaid","Nursery Attendant","Nursery Day Care Worker","Nursery Helper","Nursery School Attendant","Nursery Supervisor","Parent Aide","School Childcare Attendant","Sitter","Toddler Caregiver","Toddler Teacher"]
39-9011.01	["Babysitter","Family Manager","Household Manager","Nanny"]
39-9031.00	["Aerobics Instructor","Aerobics Teacher","Certified Personal Trainer","Exercise Specialist","Exercise Teacher","Exerciser","Fitness Attendant","Fitness Consultant","Fitness Coordinator","Fitness Instructor","Fitness Specialist","Fitness Teacher","Fitness Technician","Fitness Trainer","Fitness Worker","Group Exercise Instructor","Group Fitness Instructor","Group X Instructor","Karate Instructor","Martial Arts Instructor","Master Fitness Trainer","Personal Coach","Personal Fitness Trainer","Personal Trainer","Physical Education Instructor","Physical Education Teacher (PE Teacher)","Physical Fitness Teacher","Physical Fitness Trainer","Physical Instructor","Pilates Instructor","Sports Instructor","Strength and Conditioning Coach","Swim Instructor","Water Aerobics Instructor","Weight Trainer","Weight Training Instructor","Wellness Coach","Yoga Instructor","Yoga Teacher","Zumba Instructor"]
39-9032.00	["Activities Aide","Activities Assistant","Activities Coordinator","Activities Counselor","Activities Director","Activities Leader","Activity Aide","Activity Assistant","Activity Coordinator","Activity Director","Activity Leader","Activity Specialist","Camp Advisor","Camp Counselor","Camp Director","Community Program Assistant","Day Camp Counselor","Field Advisor","Field Representative","Field Scout","Fitness Plan Coordinator","Fitness Worker","Group Work Program Aide","Guest Advisor","Guest Associate","Life Enrichment Manager","Park Recreation Manager","Parks Recreation Coordinator","Parks Recreation Director","Play Leader","Playground Director","Playground Official","Playground Worker","Recreation Activities Coordinator","Recreation Aide","Recreation Assistant","Recreation Coordinator","Recreation Counselor","Recreation Director","Recreation Leader","Recreation Specialist","Recreation Supervisor","Recreation Technician","Recreation Worker","Recreational Aide","Recreational Assistant","Recreational Counselor","Recreational Leader","Recreational Specialist","Social Director","Special Events Coordinator","Summer Camp Counselor","Summer Counselor","Teen Counselor","Therapeutic Activities Services Worker","Therapeutic Recreation Assistant","Therapeutic Recreation Director","Therapeutic Recreation Leader","Therapeutic Recreation Specialist","Youth Worker"]
39-9041.00	["Cottage Parent","Cottage Supervisor","Dormitory Counselor","Dormitory Supervisor","Hall Coordinator","Hall Director","House Father","House Mother","House Parent","Housefellow","Housing and Residence Life Director","Housing Assistant","Housing Director","Residence Director","Residence Hall Director","Residence Life Coordinator","Residence Life Director","Residence Supervisor","Resident Advisor","Resident Assistant","Resident Director","Resident Life Director","Resident Monitor","Residential Advisor","Residential Assistant","Residential Coordinator","Residential Counselor","Residential Director","Residential Life Director","Residential Services Specialist","Residential Specialist","Sorority Mother","Sorority Supervisor","Student Development Coordinator"]
